language,license,rightsHolder,datasetID,datasetName,taxonID,scientificName,kingdom,family,taxonRank,nomenclaturalCode
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:a871c89eb405edc707aeb5d2cb1f10cb,Ludwigia erecta (L.) H.Hara,Plantae,Onagraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:a9058e58f700bb27aadc75b3176912c2,Cassia bacillaris L.f.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:a9cd9041e79df88a32e3a69cf9feedac,Euphorbia graminea Jacq.,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:a9f3314b4b7c0e9331d8ab305c9511ab,Turnera subulata Sm.,Plantae,Passifloraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:aa402bd89e4aa5f863b7e3023e476869,Cajanus cajan (L.) Huth,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:aa570f1b4a8734edd39819124462a2cb,Spigelia anthelmia L.,Plantae,Loganiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:aabcd18db17d55405d4a47983ae09422,Mesosphaerum pectinatum (L.) Kuntze,Plantae,Lamiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:ab7f3c1f3e6df844671cc02e34258c01,Aniseia martinicensis (Jacq.) Choisy,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:ac7b8147b9caf8082047fefc93d3119e,Euphorbia serpens Kunth,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:accbe8b88ebe84b393223dacd975f0da,Cestrum nocturnum L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:adf2b9abf128885dd2cf6aa9f960e3a1,Chrysopogon aciculatus (Retz.) Trin.,Plantae,Poaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:af0b7d58d273006b2131cd830a25f508,Mesosphaerum suaveolens (L.) Kuntze,Plantae,Lamiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b080e7de6ac4e56708e42f198010d4c4,Cuscuta campestris Yunck.,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b0f00537a6d922092c064ee005f21ce5,Ambrosia artemisiifolia L.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b2915d5e332ce3b942f42408f8d92ab2,Phyllanthus urinaria L.,Plantae,Phyllanthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b34b1e00d73ff0265cb49d598b580f92,Furcraea foetida (L.) Haw.,Plantae,Asparagaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b3568dfd8e5497b157790499671e2467,Amaranthus hybridus L.subsp. hybridus,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b3abe95cd156073afdab00cebc3fdf78,Petiveria alliacea L.,Plantae,Petiveriaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b3b517eb849a9d922b0bf9dc975f6624,Leptochloa panicea (Retz.) Ohwi,Plantae,Poaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b3d8eda83a2b1d425956e531eb40b9a4,Tagetes patula L.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b3e00935ce91c3f3ce7608efe1ff84da,Plantago aristata Michx.,Plantae,Plantaginaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b448a3c9fe21385494078ea37bf9bfa0,Senna bicapsularis (L.) Roxb.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b4b6c54965ef59246c09ef7fd66555fb,Aristolochia elegans Mast.,Plantae,Aristolochiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b4db94049cc3fe32365a05084e632ccc,Annona muricata L.,Plantae,Annonaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b587d8e40eb56870b42921e75330179a,Ipomoea hederifolia L.,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b5b1c1347d97a852c5bc7f0914c5e1de,Brucea sumatrana Roxb.,Plantae,Simaroubaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b5d5e99d9f36428dbebf20c0ce3e5825,Tradescantia zebrina Bosse,Plantae,Commelinaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b66fb338de219e428418f780c83f04c4,Erigeron bonariensis L.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b89fe25887ce7bf5a1e841e321496ddb,Dichondra micrantha Urb.,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b8b1294305d3efaff37ce1cd085b778b,Bauhinia variegata L.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b8f0ef546e51691561a92806fb33ed45,Rorippa microphylla (Boenn. ex Rchb.) Hyl.,Plantae,Brassicaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:b94def665f4a8ed40acfc718bc6f176f,Arachis hypogaea L.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:baae497ca6bcedb4408fbce3e9716f68,Crotalaria retusa L.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:bac5a3870db1d9cfef68cf98fcc66027,Caesalpinia pulcherrima (L.) Sw.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:bb7d7394022f5694abdc0d5c2c2cbacd,Acacia dealbata Link,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:bc5226da858c8cd7b1891a3ee884617a,Phyllanthus amarus Schumach. & Thonn.,Plantae,Phyllanthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:be3f2597aea1f48c779077e8e25de989,Solanum aculeatissimum Jacq.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:be73f3c56fe0180114ba51bbc89ebce0,Solanum viarum Dunal,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:bfa8cc2692c7f7137627c7740be27add,Vernicia montana Lour.,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:bfab6b52ec440134b83f65daf972fd00,Bauhinia acuminata L.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c006f5475b1f6ca2f026ee48680ddd9e,Euphorbia cyathophora Murray,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c0ced183e31b061435daf69f19b71bbd,Struchium sparganophorum (L.) Kuntze,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c175e08f05822c0c5d8471537040b30e,Urochloa distachya (L.) T.Q.Nguyen,Plantae,Poaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c1d69525c98af518e4612130154762fa,Rivina humilis L.,Plantae,Phytolaccaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c3087e87ca5a4a5c83a04fd3f3c0062f,Oxalis corniculata L.,Plantae,Oxalidaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c4152a5bbee1a629b7c0584feaf84b33,Brunfelsia americana L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c4b0a0e31371223dfdc0e5c0b3502ce3,Galinsoga parviflora Cav.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c4ff02cefb8531dad06fee1874785077,Syngonium angustatum Schott,Plantae,Araceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c60caf2463b5989d555b2c4aeeeeef91,Cassia surattensis subsp. glauca (Lam.) K. Larsen & S.S.Larsen,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c67023e4c26d89c24a6deab0e026da7a,Eclipta prostrata (L.) L.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c72702581fa96537cd6ebc522f38fb38,Hippobroma longiflora (L.) G.Don,Plantae,Campanulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:c86edf9688b1cc083c8479a1821279bc,Cleome spinosa Jacq.,Plantae,Cleomaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:ca00780f2b7e217d785ecb8e693ec2dc,Ipomoea quamoclit L.,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:caa68547c68bbd5989e168d87095396b,Solanum sisymbriifolium Lam.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:cd482474ee8be3403968771167c36080,Setaria sulcata Raddi,Plantae,Poaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:cd843c31448b4a53180bf6a752ecc5b7,Dolichandra unguis-cati (L.) L.G.Lohmann,Plantae,Bignoniaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:ce4eb2d49ed4e96e73cd130f1e935c29,Senna hirsuta (L.) H.S.Irwin & Barneby,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:cf303a597aded9db764eac31ee42cab3,Ruellia tuberosa L.,Plantae,Acanthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:cf42c86ee1e47877106023833a67db60,Tecoma stans (L.) Juss. ex Kunth,Plantae,Bignoniaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:cfac5215daa5311f8c724ca977d0fe29,Oxalis latifolia Kunth,Plantae,Oxalidaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d07c7abc32f6b7dc0c6003c1713cf4ec,Bixa orellana L.,Plantae,Bixaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d2457bc79622bfaec3aeae6b5af91dae,Acacia auriculiformis A.Cunn. ex Benth.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d2697b3a7a891b84343ddb10c4e36616,Avena sativa L.,Plantae,Poaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d44197ab3eaa38bdb90607781d8dc468,Alternanthera tenella var. bettzickiana (Regel) Veldkamp,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d4baad07ebd0c2e3a0092cb9d68b9041,Datura stramonium L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d4c3c1cede7615b996db4c380e42671b,Euphorbia hirta L.,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d5a1bd8442f3389a169965f40ec69dc1,Synedrella nodiflora (L.) Gaertn.,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d608445dd4a5a508c242d0006ae0f1b6,Euphorbia prostrata Aiton,Plantae,Euphorbiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d688e4b88fa5d3f550c6083dccd771dc,Lantana trifolia L.,Plantae,Verbenaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d6e9fead0be0861a3e28196abe5ffe34,Zornia latifolia Sm.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d70f4684182092528439d0cc4a08edc9,Spermacoce ocymoides Burm.f.,Plantae,Rubiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d75532adf308cb3b8c0e7881c10613b8,Gomphrena celosioides Mart.,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d76ca1ca189e43c83a7b75e0eae2f50b,Ipomoea purpurea (L.) Roth,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d7838f2b2b05db8820c35237226ec72c,Nicotiana tabacum L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d80ce3238c4364192a36be6a1bbfc6eb,Cuscuta abyssinica A.Rich.,Plantae,Convolvulaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d815dbae922a6bf6f0812f89e77b225c,Torenia fournieri Linden ex E.Fourn.,Plantae,Linderniaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d8a62bfbab3cf860dd3b309d971a9d9a,Tropaeolum majus L.,Plantae,Tropaeolaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d9add5904eaf7a3ac8af87b271c074aa,Chenopodiastrum fasciculosum  (Asch.) Mosyakin var. schimperi (Asch.) Mosyakin,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d9be4c2f4d57cf5837993d0f730f18b9,Solanum aethiopicum L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d9ce124fabb486e11ef446947c61cb98,Senna spectabilis (DC.) H.S.Irwin & Barneby,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:d9dc1a77c9a435f4e246182b189a0470,Brassica rapa L.,Plantae,Brassicaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:da5d8a5947586b0b56b9a0d6f292b9eb,Glycine max (L.) Merr.,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:da69dd6704155f8084c7d218b801c9a7,Solanum tuberosum L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:da6ed8533c4d46403fefe7a4a21115c3,Spergula arvensis L.,Plantae,Caryophyllaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:db4bff83816878d8c91683253a5103a8,Psidium guajava L.,Plantae,Myrtaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:db5d39f13e0f017cc14003b6c7202975,Misopates orontium (L.) Raf.,Plantae,Plantaginaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:db6f1955c9a81a979377c074595d3067,Browallia americana L.,Plantae,Solanaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:dbd11e498de1f3379676cfc76fb70262,Alternanthera nodiflora R.Br.,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:dc6c1a359facd6190f7be3167049f052,Acmella oleracea (L.) R.K.Jansen,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:dc87ed64197f035d2c9b8e1f5f7514bb,Tithonia diversifolia (Hemsl.) A.Gray,Plantae,Asteraceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:dcae9cf37d09bf9ee07980676b0c53b1,Aristolochia gibbosa Duch.,Plantae,Aristolochiaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:dd53985cc48feef5a4377b8ce89fc9d0,Amaranthus blitum L.,Plantae,Amaranthaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:de2937e56e52bcef65989ef2cecfcf03,Brassica oleracea L.,Plantae,Brassicaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:de3b54e5e63b812a6e0f7a891cda1775,Vigna subterranea (L.) Verdc. var. subterranea,Plantae,Fabaceae,species,ICN
en,http://creativecommons.org/publicdomain/zero/1.0/,Botanic Garden Meise,"","The checklist of alien seed plants of D.R. Congo, based on evidence from herbarium collections",alien-flora-congo-checklist:taxon:deefa5f1a98f4c54ab36927e6d8f838e,Cecropia cf. pachystachya Trecul,Plantae,Urticaceae,species,ICN
